ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
A_24_P7211	1.66e-18	1.25e-20	6.08e+01	LARP1	La ribonucleoprotein domain family member 1
A_23_P425104	1.73e-18	1.31e-20	6.07e+01	BRD4	bromodomain containing 4
A_23_P82990	1.75e-18	1.33e-20	6.07e+01	OGN	osteoglycin
A_24_P281514	1.78e-18	1.35e-20	6.06e+01		
A_24_P532180	1.80e-18	1.37e-20	6.06e+01	LOC90246	uncharacterized LOC90246
A_24_P353638	1.92e-18	1.47e-20	6.05e+01	SLAMF7	SLAM family member 7
A_32_P123527	1.97e-18	1.52e-20	6.04e+01		
A_24_P107303	2.04e-18	1.57e-20	6.04e+01	IL10RA	interleukin 10 receptor subunit alpha
A_24_P216253	2.11e-18	1.63e-20	6.03e+01	DLGAP4	DLG associated protein 4
A_23_P7262	2.20e-18	1.71e-20	6.02e+01	MARCH1	membrane associated ring-CH-type finger 1
A_23_P37736	2.20e-18	1.71e-20	6.02e+01	TNFRSF17	TNF receptor superfamily member 17
A_23_P354341	2.23e-18	1.74e-20	6.02e+01	CD160	CD160 molecule
A_24_P226541	2.33e-18	1.83e-20	6.01e+01	STX1A	syntaxin 1A
A_32_P177750	2.35e-18	1.84e-20	6.01e+01	STRADB	STE20-related kinase adaptor beta
A_23_P19657	2.40e-18	1.89e-20	6.01e+01	LRP11	LDL receptor related protein 11
A_23_P258862	2.40e-18	1.90e-20	6.00e+01	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)
A_32_P99864	2.40e-18	1.90e-20	6.00e+01	NGRN	neugrin, neurite outgrowth associated
A_23_P72025	2.47e-18	1.97e-20	6.00e+01	SLC25A20	solute carrier family 25 member 20
A_24_P358245	2.53e-18	2.02e-20	5.99e+01	ATP8B5P	ATPase phospholipid transporting 8B5, pseudogene
A_24_P798431	2.56e-18	2.05e-20	5.99e+01		
A_24_P823684	2.64e-18	2.12e-20	5.99e+01	HSP90AB1	heat shock protein 90 alpha family class B member 1
A_32_P147651	2.85e-18	2.29e-20	5.97e+01	LOC143286	uncharacterized LOC143286
A_23_P29083	2.89e-18	2.34e-20	5.97e+01	SLC19A1	solute carrier family 19 member 1
A_24_P600622	2.90e-18	2.35e-20	5.97e+01		
A_23_P70688	2.95e-18	2.40e-20	5.96e+01	LY86	lymphocyte antigen 86
A_23_P327426	3.00e-18	2.45e-20	5.96e+01	TIPRL	TOR signaling pathway regulator
A_32_P78681	3.06e-18	2.50e-20	5.96e+01	GLP2R	glucagon like peptide 2 receptor
A_24_P350890	3.11e-18	2.55e-20	5.95e+01	RANBP2	RAN binding protein 2
A_24_P168925	3.15e-18	2.59e-20	5.95e+01	CHRDL1	chordin like 1
A_24_P700052	3.28e-18	2.71e-20	5.94e+01	SPAG5-AS1	SPAG5 antisense RNA 1
A_32_P186226	3.37e-18	2.79e-20	5.94e+01	IPO7	importin 7
A_23_P42718	3.51e-18	2.91e-20	5.93e+01	NFE2L3	nuclear factor, erythroid 2 like 3
A_24_P359191	3.51e-18	2.92e-20	5.93e+01	SLC6A6	solute carrier family 6 member 6
A_23_P212579	3.52e-18	2.94e-20	5.93e+01	DAG1	dystroglycan 1
A_24_P56240	3.58e-18	2.99e-20	5.93e+01	CPNE8	copine 8
A_23_P11843	3.60e-18	3.02e-20	5.93e+01	LRRN2	leucine rich repeat neuronal 2
A_23_P390596	3.62e-18	3.05e-20	5.92e+01	PSKH1	protein serine kinase H1
A_32_P2377	3.67e-18	3.10e-20	5.92e+01		
A_23_P160849	3.78e-18	3.20e-20	5.92e+01	FCER1G	Fc fragment of IgE receptor Ig
A_23_P109768	3.82e-18	3.25e-20	5.91e+01	RNF7	ring finger protein 7
A_24_P319736	3.88e-18	3.31e-20	5.91e+01	MEIS1	Meis homeobox 1
A_24_P188800	3.93e-18	3.36e-20	5.91e+01	MARCH1	membrane associated ring-CH-type finger 1
A_32_P66072	4.19e-18	3.59e-20	5.90e+01		
A_23_P11214	4.25e-18	3.65e-20	5.89e+01	NKRF	NFKB repressing factor
A_24_P93896	4.28e-18	3.69e-20	5.89e+01	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2
A_24_P304969	4.37e-18	3.78e-20	5.89e+01	NPRL3	NPR3 like, GATOR1 complex subunit
A_23_P110362	4.39e-18	3.80e-20	5.89e+01	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
A_23_P382584	4.48e-18	3.89e-20	5.88e+01	CHGB	chromogranin B
A_24_P6227	4.48e-18	3.91e-20	5.88e+01	FAM120C	family with sequence similarity 120C
A_23_P10127	4.55e-18	3.98e-20	5.88e+01	SFRP1	secreted frizzled related protein 1
A_32_P458096	4.60e-18	4.03e-20	5.88e+01	TBC1D24	TBC1 domain family member 24
A_32_P50846	4.64e-18	4.08e-20	5.87e+01		
A_23_P21907	4.68e-18	4.12e-20	5.87e+01		
A_23_P156319	4.76e-18	4.21e-20	5.87e+01	LARP1	La ribonucleoprotein domain family member 1
A_32_P148627	4.76e-18	4.22e-20	5.87e+01		
A_23_P84587	4.76e-18	4.23e-20	5.87e+01	WNK1	WNK lysine deficient protein kinase 1
A_24_P346859	4.76e-18	4.24e-20	5.87e+01		
A_23_P18713	5.13e-18	4.58e-20	5.86e+01	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)
A_23_P17130	5.43e-18	4.86e-20	5.85e+01	C2orf88	chromosome 2 open reading frame 88
A_24_P335620	5.60e-18	5.03e-20	5.84e+01	SLC7A5	solute carrier family 7 member 5
A_23_P127079	5.79e-18	5.21e-20	5.83e+01	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1
A_23_P85004	5.84e-18	5.27e-20	5.83e+01	DIAPH2	diaphanous related formin 2
A_23_P103765	6.28e-18	5.69e-20	5.82e+01	FCER1A	Fc fragment of IgE receptor Ia
A_32_P121737	6.68e-18	6.06e-20	5.81e+01		
A_23_P70867	7.03e-18	6.40e-20	5.80e+01	SBDS	SBDS ribosome assembly guanine nucleotide exchange factor
A_24_P585004	7.03e-18	6.42e-20	5.80e+01		
A_23_P159833	7.79e-18	7.14e-20	5.78e+01	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
A_23_P5903	7.79e-18	7.16e-20	5.78e+01	SLCO4A1	solute carrier organic anion transporter family member 4A1
A_24_P372223	7.79e-18	7.17e-20	5.78e+01	MSR1	macrophage scavenger receptor 1
A_24_P691775	7.79e-18	7.19e-20	5.78e+01	LINC01061	long intergenic non-protein coding RNA 1061
A_23_P146146	7.83e-18	7.24e-20	5.78e+01	ATP6V0D2	ATPase H+ transporting V0 subunit d2
A_32_P150891	8.15e-18	7.56e-20	5.77e+01	DIAPH3	diaphanous related formin 3
A_23_P203173	8.25e-18	7.67e-20	5.77e+01	IL10RA	interleukin 10 receptor subunit alpha
A_23_P339705	8.26e-18	7.70e-20	5.77e+01	WDR62	WD repeat domain 62
A_23_P166248	8.31e-18	7.76e-20	5.77e+01	RCAN1	regulator of calcineurin 1
A_32_P98979	8.37e-18	7.85e-20	5.76e+01	LRP8	LDL receptor related protein 8
A_23_P50990	8.38e-18	7.89e-20	5.76e+01	CENPO	centromere protein O
A_32_P22622	8.38e-18	7.89e-20	5.76e+01	NOP14	NOP14 nucleolar protein
A_32_P177024	8.57e-18	8.09e-20	5.76e+01	SBDS	SBDS ribosome assembly guanine nucleotide exchange factor
A_24_P72064	8.59e-18	8.13e-20	5.76e+01	GHR	growth hormone receptor
A_23_P47790	8.68e-18	8.23e-20	5.76e+01	METTL1	methyltransferase like 1
A_23_P259621	8.75e-18	8.33e-20	5.75e+01	LAT2	linker for activation of T-cells family member 2
A_32_P208076	8.82e-18	8.42e-20	5.75e+01	ITGA2	integrin subunit alpha 2
A_32_P98502	8.82e-18	8.44e-20	5.75e+01	COX5A	cytochrome c oxidase subunit 5A
A_23_P3532	8.85e-18	8.48e-20	5.75e+01	LITAF	lipopolysaccharide induced TNF factor
A_32_P58215	9.27e-18	8.91e-20	5.74e+01	CD84	CD84 molecule
A_32_P59486	9.72e-18	9.37e-20	5.73e+01	SDHD	succinate dehydrogenase complex subunit D
A_23_P70060	9.96e-18	9.62e-20	5.73e+01	PLPP1	phospholipid phosphatase 1
A_23_P118705	1.02e-17	9.86e-20	5.73e+01	SDF2	stromal cell derived factor 2
A_23_P60856	1.04e-17	1.01e-19	5.72e+01	TSPAN4	tetraspanin 4
A_24_P136653	1.05e-17	1.03e-19	5.72e+01	NFE2L3	nuclear factor, erythroid 2 like 3
A_23_P204208	1.08e-17	1.05e-19	5.72e+01	KLRD1	killer cell lectin like receptor D1
A_24_P324301	1.09e-17	1.07e-19	5.71e+01	LINC00527	long intergenic non-protein coding RNA 527
A_23_P97860	1.16e-17	1.14e-19	5.70e+01	LIPA	lipase A, lysosomal acid type
A_23_P55421	1.19e-17	1.17e-19	5.70e+01	CBX8	chromobox 8
A_23_P90032	1.21e-17	1.20e-19	5.69e+01	LRRC8E	leucine rich repeat containing 8 family member E
A_24_P633575	1.25e-17	1.24e-19	5.69e+01		
A_24_P250333	1.40e-17	1.38e-19	5.67e+01	SNRPA	small nuclear ribonucleoprotein polypeptide A
A_23_P62227	1.42e-17	1.41e-19	5.67e+01	CXorf21	chromosome X open reading frame 21
A_24_P106728	1.44e-17	1.44e-19	5.66e+01	PUS7	pseudouridylate synthase 7 (putative)
A_24_P40001	1.45e-17	1.45e-19	5.66e+01	SIGLEC8	sialic acid binding Ig like lectin 8
A_24_P23245	1.52e-17	1.52e-19	5.65e+01	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6
A_23_P124122	1.52e-17	1.53e-19	5.65e+01	PXMP2	peroxisomal membrane protein 2
A_24_P336113	1.52e-17	1.53e-19	5.65e+01	CABIN1	calcineurin binding protein 1
A_23_P321984	1.54e-17	1.56e-19	5.65e+01	CLECL1	C-type lectin like 1
A_23_P55731	1.55e-17	1.57e-19	5.65e+01	CIC	capicua transcriptional repressor
A_24_P114334	1.60e-17	1.62e-19	5.64e+01	RMND5A	required for meiotic nuclear division 5 homolog A
A_24_P25346	1.62e-17	1.65e-19	5.64e+01	UTP4	UTP4, small subunit processome component
A_32_P143589	1.66e-17	1.70e-19	5.64e+01	CD177	CD177 molecule
A_32_P63166	1.66e-17	1.70e-19	5.64e+01		
A_23_P94754	1.66e-17	1.70e-19	5.64e+01	TNFSF15	tumor necrosis factor superfamily member 15
A_32_P171225	1.66e-17	1.70e-19	5.63e+01	LINC01082	long intergenic non-protein coding RNA 1082
A_23_P145863	1.67e-17	1.72e-19	5.63e+01	S100A11	S100 calcium binding protein A11
A_23_P42969	1.67e-17	1.72e-19	5.63e+01	FGL2	fibrinogen like 2
A_24_P170025	1.70e-17	1.76e-19	5.63e+01		
A_23_P108216	1.75e-17	1.81e-19	5.63e+01	FXYD1	FXYD domain containing ion transport regulator 1
A_23_P205549	1.82e-17	1.89e-19	5.62e+01	MAX	MYC associated factor X
A_23_P315386	1.85e-17	1.92e-19	5.62e+01	RHPN1	rhophilin Rho GTPase binding protein 1
A_32_P83098	1.86e-17	1.94e-19	5.61e+01	SCNN1B	sodium channel epithelial 1 beta subunit
A_24_P161964	1.86e-17	1.94e-19	5.61e+01	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
A_23_P19733	1.87e-17	1.96e-19	5.61e+01	SLC22A3	solute carrier family 22 member 3
A_23_P107351	1.88e-17	1.97e-19	5.61e+01	LOC728392	uncharacterized LOC728392
A_24_P49199	1.89e-17	1.98e-19	5.61e+01	GLDN	gliomedin
A_23_P87329	1.91e-17	2.01e-19	5.61e+01	NAT10	N-acetyltransferase 10
A_23_P212655	1.94e-17	2.05e-19	5.60e+01	KLHL6	kelch like family member 6
A_32_P135790	1.98e-17	2.09e-19	5.60e+01		
A_23_P52425	1.98e-17	2.10e-19	5.60e+01	NKX2-3	NK2 homeobox 3
A_23_P15045	2.06e-17	2.19e-19	5.59e+01	E4F1	E4F transcription factor 1
A_24_P83075	2.12e-17	2.26e-19	5.59e+01		
A_23_P21644	2.19e-17	2.34e-19	5.58e+01	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11
A_23_P81408	2.25e-17	2.42e-19	5.58e+01	MAT2B	methionine adenosyltransferase 2B
A_23_P104762	2.25e-17	2.42e-19	5.58e+01	YAP1	Yes associated protein 1
A_23_P380881	2.31e-17	2.48e-19	5.57e+01	ANKRD13B	ankyrin repeat domain 13B
A_23_P86242	2.31e-17	2.49e-19	5.57e+01	SLC30A10	solute carrier family 30 member 10
A_23_P94103	2.36e-17	2.55e-19	5.57e+01	SCARA5	scavenger receptor class A member 5
A_23_P54055	2.39e-17	2.59e-19	5.57e+01	AJUBA	ajuba LIM protein
A_23_P389907	2.45e-17	2.66e-19	5.56e+01	ATXN2	ataxin 2
A_23_P407654	2.59e-17	2.81e-19	5.55e+01	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1
A_23_P409168	2.78e-17	3.03e-19	5.54e+01	NBEAL2	neurobeachin like 2
A_32_P34826	2.80e-17	3.06e-19	5.54e+01	B3GALT5-AS1	B3GALT5 antisense RNA 1
A_23_P140290	2.80e-17	3.06e-19	5.54e+01	RTN1	reticulon 1
A_24_P402690	2.81e-17	3.09e-19	5.54e+01	ITM2C	integral membrane protein 2C
A_24_P512530	2.87e-17	3.16e-19	5.53e+01		
A_23_P215956	2.92e-17	3.22e-19	5.53e+01	MYC	v-myc avian myelocytomatosis viral oncogene homolog
A_23_P259561	2.92e-17	3.23e-19	5.53e+01	HLA-DMB	major histocompatibility complex, class II, DM beta
A_23_P129334	2.92e-17	3.23e-19	5.53e+01	CLCN7	chloride voltage-gated channel 7
A_23_P157027	2.93e-17	3.26e-19	5.53e+01	VSTM2A	V-set and transmembrane domain containing 2A
A_23_P147782	3.04e-17	3.38e-19	5.52e+01	SCRT1	scratch family transcriptional repressor 1
A_23_P129989	3.05e-17	3.40e-19	5.52e+01	HCRT	hypocretin neuropeptide precursor
A_24_P304423	3.07e-17	3.43e-19	5.52e+01	IGF1	insulin like growth factor 1
A_32_P61298	3.09e-17	3.46e-19	5.52e+01		
A_23_P200222	3.09e-17	3.47e-19	5.52e+01	LRP8	LDL receptor related protein 8
A_23_P48264	3.10e-17	3.49e-19	5.52e+01	TMTC3	transmembrane and tetratricopeptide repeat containing 3
A_23_P157338	3.27e-17	3.68e-19	5.51e+01	VWC2	von Willebrand factor C domain containing 2
A_24_P107208	3.40e-17	3.83e-19	5.50e+01	CAPRIN1	cell cycle associated protein 1
A_32_P9057	3.41e-17	3.86e-19	5.50e+01		
A_24_P203678	3.48e-17	3.95e-19	5.50e+01	ACAT1	acetyl-CoA acetyltransferase 1
A_23_P163850	3.51e-17	3.98e-19	5.49e+01	CREBBP	CREB binding protein
A_32_P184888	3.55e-17	4.05e-19	5.49e+01		
A_23_P207201	3.60e-17	4.11e-19	5.49e+01	CD79B	CD79b molecule
A_24_P117672	3.62e-17	4.14e-19	5.49e+01	SCAF1	SR-related CTD associated factor 1
A_23_P42975	3.75e-17	4.30e-19	5.48e+01	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta
A_24_P891276	3.79e-17	4.36e-19	5.48e+01		
A_23_P408271	3.86e-17	4.45e-19	5.48e+01	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11
A_24_P125335	3.91e-17	4.51e-19	5.47e+01	CCL13	C-C motif chemokine ligand 13
A_23_P130926	3.93e-17	4.54e-19	5.47e+01	C19orf24	chromosome 19 open reading frame 24
A_32_P232944	3.93e-17	4.55e-19	5.47e+01		
A_24_P746314	3.96e-17	4.60e-19	5.47e+01		
A_23_P305723	3.96e-17	4.60e-19	5.47e+01	MIER1	MIER1 transcriptional regulator
A_24_P490746	4.03e-17	4.69e-19	5.47e+01		
A_23_P56433	4.12e-17	4.81e-19	5.46e+01	C2orf40	chromosome 2 open reading frame 40
A_32_P112592	4.48e-17	5.24e-19	5.45e+01	LINC01140	long intergenic non-protein coding RNA 1140
A_23_P258703	4.51e-17	5.29e-19	5.45e+01	FOXP4	forkhead box P4
A_23_P84320	4.84e-17	5.69e-19	5.44e+01	HMX1	H6 family homeobox 1
A_23_P305092	4.84e-17	5.70e-19	5.44e+01	CRTAM	cytotoxic and regulatory T-cell molecule
A_23_P96990	4.84e-17	5.71e-19	5.44e+01	NVL	nuclear VCP-like
A_32_P136295	4.87e-17	5.76e-19	5.43e+01	GNG7	G protein subunit gamma 7
A_23_P397376	4.97e-17	5.90e-19	5.43e+01	MAF	MAF bZIP transcription factor
A_24_P7380	5.03e-17	5.99e-19	5.43e+01		
A_24_P179316	5.03e-17	6.00e-19	5.43e+01	PTPN23	protein tyrosine phosphatase, non-receptor type 23
A_23_P25224	5.03e-17	6.00e-19	5.43e+01	YBX3	Y-box binding protein 3
A_23_P147166	5.03e-17	6.02e-19	5.43e+01	CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3
A_23_P13934	5.03e-17	6.02e-19	5.43e+01	FAM222A-AS1	FAM222A antisense RNA 1
A_23_P159952	5.21e-17	6.25e-19	5.42e+01	BEX1	brain expressed X-linked 1
A_23_P157072	5.22e-17	6.27e-19	5.42e+01	EIF3B	eukaryotic translation initiation factor 3 subunit B
A_32_P4199	5.41e-17	6.51e-19	5.41e+01	RNF152	ring finger protein 152
A_23_P127760	5.53e-17	6.68e-19	5.41e+01	MS4A12	membrane spanning 4-domains A12
A_23_P386942	5.61e-17	6.79e-19	5.41e+01	DIRAS1	DIRAS family GTPase 1
A_23_P435833	5.61e-17	6.80e-19	5.41e+01	FUBP3	far upstream element binding protein 3
A_24_P612921	5.66e-17	6.87e-19	5.40e+01		
A_23_P326303	5.78e-17	7.04e-19	5.40e+01	GPR61	G protein-coupled receptor 61
A_23_P16722	5.78e-17	7.06e-19	5.40e+01	DOCK10	dedicator of cytokinesis 10
A_32_P171903	5.78e-17	7.07e-19	5.40e+01	B4GALT1-AS1	B4GALT1 antisense RNA 1
A_23_P26375	5.78e-17	7.08e-19	5.40e+01	ACD	adrenocortical dysplasia homolog
A_23_P53345	5.79e-17	7.10e-19	5.40e+01	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2
A_23_P141092	5.88e-17	7.23e-19	5.40e+01	TFAP4	transcription factor AP-4
A_32_P92714	5.91e-17	7.28e-19	5.40e+01		
A_23_P155688	6.00e-17	7.41e-19	5.39e+01	SPINK2	serine peptidase inhibitor, Kazal type 2
A_32_P159271	6.04e-17	7.48e-19	5.39e+01		
A_24_P193093	6.04e-17	7.50e-19	5.39e+01	KLRK1	killer cell lectin like receptor K1
A_23_P9192	6.04e-17	7.50e-19	5.39e+01	PTBP3	polypyrimidine tract binding protein 3
A_24_P92624	6.17e-17	7.67e-19	5.39e+01		
A_32_P38145	6.17e-17	7.68e-19	5.39e+01	PACSIN2	protein kinase C and casein kinase substrate in neurons 2
A_24_P48078	6.17e-17	7.71e-19	5.39e+01	CYLD	CYLD lysine 63 deubiquitinase
A_32_P107033	6.17e-17	7.72e-19	5.39e+01		
A_23_P78170	6.26e-17	7.85e-19	5.38e+01	MYBBP1A	MYB binding protein 1a
A_32_P172608	6.28e-17	7.89e-19	5.38e+01		
A_32_P36694	6.36e-17	8.01e-19	5.38e+01	JAZF1	JAZF zinc finger 1
A_32_P76137	6.37e-17	8.03e-19	5.38e+01		
A_23_P202448	6.55e-17	8.28e-19	5.37e+01	CXCL12	C-X-C motif chemokine ligand 12
A_23_P422212	6.55e-17	8.29e-19	5.37e+01	SLC35F3	solute carrier family 35 member F3
A_24_P44931	6.58e-17	8.35e-19	5.37e+01	MPND	MPN domain containing
A_24_P341187	6.61e-17	8.40e-19	5.37e+01	GBA2	glucosylceramidase beta 2
A_23_P78517	6.66e-17	8.48e-19	5.37e+01	CLASRP	CLK4 associating serine/arginine rich protein
A_24_P383019	6.80e-17	8.68e-19	5.37e+01	KRTAP13-1	keratin associated protein 13-1
A_24_P365523	6.86e-17	8.76e-19	5.36e+01	FOXA2	forkhead box A2
A_23_P399265	6.88e-17	8.81e-19	5.36e+01	STMN2	stathmin 2
A_23_P109133	6.88e-17	8.83e-19	5.36e+01	AVP	arginine vasopressin
A_23_P72117	7.01e-17	9.01e-19	5.36e+01	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A
A_24_P345866	7.24e-17	9.32e-19	5.35e+01	HPSE	heparanase
A_23_P203376	7.25e-17	9.37e-19	5.35e+01	MS4A6A	membrane spanning 4-domains A6A
A_23_P54291	7.25e-17	9.37e-19	5.35e+01	DUOX1	dual oxidase 1
A_23_P119683	7.27e-17	9.41e-19	5.35e+01	MIER2	MIER family member 2
A_32_P164477	7.29e-17	9.46e-19	5.35e+01		
A_24_P395415	7.33e-17	9.53e-19	5.35e+01	IGHA2///IGHA1///IGH	immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
A_23_P145096	7.89e-17	1.03e-18	5.34e+01	PLA2G7	phospholipase A2 group VII
A_24_P912871	7.98e-17	1.04e-18	5.34e+01		
A_23_P110791	7.98e-17	1.04e-18	5.34e+01	CSF1R	colony stimulating factor 1 receptor
A_24_P222655	7.98e-17	1.05e-18	5.34e+01	C1QA	complement C1q A chain
A_23_P145197	7.98e-17	1.05e-18	5.34e+01	BYSL	bystin like
A_23_P383986	8.14e-17	1.07e-18	5.33e+01	CHST15	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
A_24_P916006	8.26e-17	1.09e-18	5.33e+01		
A_23_P257201	8.28e-17	1.09e-18	5.33e+01	RNF146	ring finger protein 146
A_32_P128258	8.39e-17	1.11e-18	5.33e+01		
A_23_P134854	8.39e-17	1.11e-18	5.33e+01	CLDN23	claudin 23
A_23_P110961	8.66e-17	1.15e-18	5.32e+01	MPC1	mitochondrial pyruvate carrier 1
A_23_P100196	8.74e-17	1.16e-18	5.32e+01	USP10	ubiquitin specific peptidase 10
A_24_P230916	8.88e-17	1.18e-18	5.32e+01	MIER1	MIER1 transcriptional regulator
A_23_P106629	8.95e-17	1.19e-18	5.31e+01	IGSF6	immunoglobulin superfamily member 6
A_23_P214627	9.05e-17	1.21e-18	5.31e+01		
A_23_P500956	9.06e-17	1.21e-18	5.31e+01	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
A_23_P138461	9.09e-17	1.22e-18	5.31e+01	C10orf2	chromosome 10 open reading frame 2
A_32_P223859	9.09e-17	1.22e-18	5.31e+01	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A
A_24_P873414	9.18e-17	1.24e-18	5.31e+01	PLEKHB2	pleckstrin homology domain containing B2
A_24_P298027	9.27e-17	1.25e-18	5.31e+01	AXIN2	axin 2
A_23_P61068	9.38e-17	1.27e-18	5.31e+01		
A_23_P159191	9.45e-17	1.28e-18	5.30e+01	GAST	gastrin
A_32_P176174	9.49e-17	1.29e-18	5.30e+01		
A_24_P780709	9.87e-17	1.34e-18	5.30e+01		
A_24_P643776	9.90e-17	1.35e-18	5.30e+01		
A_23_P416314	9.90e-17	1.35e-18	5.29e+01	HRASLS5	HRAS like suppressor family member 5
A_24_P98975	9.90e-17	1.35e-18	5.29e+01	ANKRD13A	ankyrin repeat domain 13A
A_24_P928017	9.90e-17	1.35e-18	5.29e+01		
A_32_P114675	1.03e-16	1.41e-18	5.29e+01		
A_23_P6802	1.03e-16	1.41e-18	5.29e+01	RRP9	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)
A_23_P74145	1.04e-16	1.43e-18	5.29e+01	CD48	CD48 molecule
A_23_P45456	1.05e-16	1.44e-18	5.28e+01	CLIC2	chloride intracellular channel 2
A_23_P128201	1.08e-16	1.48e-18	5.28e+01	NCKAP1L	NCK associated protein 1 like
A_32_P89371	1.09e-16	1.50e-18	5.28e+01	RGPD5	RANBP2-like and GRIP domain containing 5
A_23_P256855	1.09e-16	1.50e-18	5.28e+01	XPO5	exportin 5
A_23_P55190	1.09e-16	1.51e-18	5.28e+01	EFTUD2	elongation factor Tu GTP binding domain containing 2
A_23_P17134	1.09e-16	1.52e-18	5.28e+01	MAL	mal, T-cell differentiation protein
A_24_P16004	1.10e-16	1.53e-18	5.27e+01		
A_24_P123347	1.11e-16	1.55e-18	5.27e+01	PPAT	phosphoribosyl pyrophosphate amidotransferase
A_24_P578437	1.17e-16	1.63e-18	5.26e+01		
A_24_P286951	1.21e-16	1.70e-18	5.26e+01	PLEKHS1	pleckstrin homology domain containing S1
A_24_P332911	1.28e-16	1.79e-18	5.25e+01		
A_24_P20806	1.29e-16	1.81e-18	5.25e+01	PRR7	proline rich 7 (synaptic)
A_23_P62133	1.30e-16	1.82e-18	5.25e+01	MTM1	myotubularin 1
A_23_P87556	1.33e-16	1.88e-18	5.24e+01	CPNE8	copine 8
A_23_P215525	1.35e-16	1.90e-18	5.24e+01	OSBPL3	oxysterol binding protein like 3
A_32_P198518	1.35e-16	1.90e-18	5.24e+01	CNBP	CCHC-type zinc finger nucleic acid binding protein
A_23_P141479	1.36e-16	1.92e-18	5.24e+01	SUPT6H	SPT6 homolog, histone chaperone
A_23_P165171	1.36e-16	1.94e-18	5.24e+01	TMEM161A	transmembrane protein 161A
A_23_P143650	1.36e-16	1.94e-18	5.24e+01	DUSP18	dual specificity phosphatase 18
A_24_P151213	1.38e-16	1.96e-18	5.23e+01	PLPPR2	phospholipid phosphatase related 2
A_24_P100428	1.38e-16	1.97e-18	5.23e+01	KCNE5	potassium voltage-gated channel subfamily E regulatory subunit 5
A_23_P111621	1.39e-16	1.99e-18	5.23e+01	GTF2IRD1	GTF2I repeat domain containing 1
A_24_P142743	1.41e-16	2.01e-18	5.23e+01	CNN2	calponin 2
A_24_P240065	1.45e-16	2.08e-18	5.22e+01	CHMP3	charged multivesicular body protein 3
A_23_P12554	1.51e-16	2.17e-18	5.22e+01	PKD2L1	polycystin 2 like 1, transient receptor potential cation channel
A_24_P242688	1.51e-16	2.17e-18	5.22e+01	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit
A_23_P213840	1.51e-16	2.17e-18	5.22e+01	ATP6V0E1	ATPase H+ transporting V0 subunit e1
A_24_P666795	1.52e-16	2.20e-18	5.22e+01		
A_23_P123578	1.52e-16	2.20e-18	5.22e+01	PRRC2B	proline rich coiled-coil 2B
A_23_P366230	1.53e-16	2.21e-18	5.21e+01	LATS1	large tumor suppressor kinase 1
A_23_P204133	1.55e-16	2.25e-18	5.21e+01	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6
A_23_P27994	1.56e-16	2.27e-18	5.21e+01	TYROBP	TYRO protein tyrosine kinase binding protein
A_23_P120056	1.58e-16	2.30e-18	5.21e+01	RTKN	rhotekin
A_32_P150802	1.58e-16	2.30e-18	5.21e+01		
A_23_P434919	1.61e-16	2.35e-18	5.21e+01	RAB42	RAB42, member RAS oncogene family
A_23_P57155	1.61e-16	2.35e-18	5.20e+01	CHGB	chromogranin B
A_24_P835388	1.67e-16	2.44e-18	5.20e+01		
A_23_P44154	1.68e-16	2.46e-18	5.20e+01	CD96	CD96 molecule
A_23_P342131	1.68e-16	2.47e-18	5.20e+01	CYB561A3	cytochrome b561 family member A3
A_23_P10506	1.70e-16	2.50e-18	5.20e+01	HPGDS	hematopoietic prostaglandin D synthase
A_32_P230736	1.70e-16	2.51e-18	5.19e+01	LOC389033	placenta specific 9 pseudogene
A_24_P203886	1.71e-16	2.53e-18	5.19e+01		
A_24_P916853	1.75e-16	2.58e-18	5.19e+01		
A_23_P156310	1.82e-16	2.70e-18	5.18e+01	SKP2	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
