ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
201426_s_at	3.57e-04	1.94e-06	1.90e+01	VIM	vimentin
225545_at	3.57e-04	1.94e-06	1.90e+01	LOC101930123///EEF2K	eukaryotic elongation factor 2 kinase///eukaryotic elongation factor 2 kinase
204619_s_at	3.57e-04	1.96e-06	1.90e+01	VCAN	versican
203523_at	3.57e-04	1.96e-06	1.90e+01	LSP1	lymphocyte-specific protein 1
218766_s_at	3.58e-04	1.97e-06	1.90e+01	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial
225806_at	3.59e-04	1.98e-06	1.89e+01	AJUBA	ajuba LIM protein
212768_s_at	3.61e-04	2.00e-06	1.89e+01	OLFM4	olfactomedin 4
239433_at	3.65e-04	2.03e-06	1.89e+01	LRRC8E	leucine rich repeat containing 8 family member E
241592_at	3.69e-04	2.07e-06	1.89e+01		
238623_at	3.69e-04	2.07e-06	1.89e+01		
223974_at	3.70e-04	2.08e-06	1.89e+01	DLGAP1-AS2	DLGAP1 antisense RNA 2
206481_s_at	3.73e-04	2.10e-06	1.88e+01	LDB2	LIM domain binding 2
209481_at	3.79e-04	2.15e-06	1.88e+01	SNRK	SNF related kinase
210027_s_at	3.79e-04	2.16e-06	1.88e+01	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1
213431_x_at	3.79e-04	2.16e-06	1.88e+01	SFI1	SFI1 centrin binding protein
227478_at	3.80e-04	2.17e-06	1.88e+01	SETBP1	SET binding protein 1
229367_s_at	3.85e-04	2.20e-06	1.87e+01	GIMAP6	GTPase, IMAP family member 6
215388_s_at	3.86e-04	2.22e-06	1.87e+01	CFHR1///CFH	complement factor H related 1///complement factor H
212378_at	3.86e-04	2.24e-06	1.87e+01	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
212985_at	3.86e-04	2.24e-06	1.87e+01	APBB2	amyloid beta precursor protein binding family B member 2
202894_at	3.86e-04	2.24e-06	1.87e+01	EPHB4	EPH receptor B4
202620_s_at	3.92e-04	2.28e-06	1.87e+01	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
201389_at	3.92e-04	2.29e-06	1.87e+01	ITGA5	integrin subunit alpha 5
227761_at	3.94e-04	2.30e-06	1.87e+01	MYO5A	myosin VA
218412_s_at	3.96e-04	2.33e-06	1.86e+01	GTF2IRD1	GTF2I repeat domain containing 1
228653_at	3.98e-04	2.34e-06	1.86e+01	SAMD5	sterile alpha motif domain containing 5
204447_at	4.06e-04	2.40e-06	1.86e+01	LZTS3	leucine zipper tumor suppressor family member 3
241862_x_at	4.07e-04	2.41e-06	1.86e+01	C19orf45	chromosome 19 open reading frame 45
58916_at	4.07e-04	2.42e-06	1.86e+01	NDUFC2-KCTD14///KCTD14	NDUFC2-KCTD14 readthrough///potassium channel tetramerization domain containing 14
228176_at	4.08e-04	2.43e-06	1.85e+01	S1PR3	sphingosine-1-phosphate receptor 3
209082_s_at	4.10e-04	2.45e-06	1.85e+01	COL18A1	collagen type XVIII alpha 1 chain
225450_at	4.10e-04	2.47e-06	1.85e+01	AMOTL1	angiomotin like 1
204497_at	4.10e-04	2.47e-06	1.85e+01	ADCY9	adenylate cyclase 9
1552508_at	4.10e-04	2.47e-06	1.85e+01	KCNE4	potassium voltage-gated channel subfamily E regulatory subunit 4
205518_s_at	4.16e-04	2.52e-06	1.85e+01	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
212588_at	4.16e-04	2.53e-06	1.85e+01	PTPRC	protein tyrosine phosphatase, receptor type C
202765_s_at	4.16e-04	2.53e-06	1.85e+01	FBN1	fibrillin 1
203343_at	4.16e-04	2.54e-06	1.85e+01	UGDH	UDP-glucose 6-dehydrogenase
206818_s_at	4.16e-04	2.56e-06	1.84e+01	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2
211813_x_at	4.16e-04	2.56e-06	1.84e+01	DCN	decorin
202804_at	4.16e-04	2.57e-06	1.84e+01	ABCC1	ATP binding cassette subfamily C member 1
213407_at	4.16e-04	2.57e-06	1.84e+01	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2
217897_at	4.18e-04	2.59e-06	1.84e+01	FXYD6	FXYD domain containing ion transport regulator 6
212233_at	4.18e-04	2.60e-06	1.84e+01	MAP1B	microtubule associated protein 1B
1554642_at	4.18e-04	2.61e-06	1.84e+01	RNF32	ring finger protein 32
225671_at	4.18e-04	2.61e-06	1.84e+01	SPNS2	sphingolipid transporter 2
226249_at	4.22e-04	2.65e-06	1.84e+01	SNX30	sorting nexin family member 30
203934_at	4.22e-04	2.66e-06	1.84e+01	KDR	kinase insert domain receptor
204341_at	4.24e-04	2.68e-06	1.84e+01	TRIM16	tripartite motif containing 16
226769_at	4.27e-04	2.71e-06	1.83e+01	FIBIN	fin bud initiation factor homolog (zebrafish)
204115_at	4.27e-04	2.71e-06	1.83e+01	GNG11	G protein subunit gamma 11
228128_x_at	4.29e-04	2.73e-06	1.83e+01	PAPPA	pappalysin 1
213338_at	4.34e-04	2.77e-06	1.83e+01	TMEM158	transmembrane protein 158 (gene/pseudogene)
203868_s_at	4.40e-04	2.82e-06	1.83e+01	VCAM1	vascular cell adhesion molecule 1
230655_at	4.42e-04	2.84e-06	1.82e+01		
212724_at	4.42e-04	2.85e-06	1.82e+01	RND3	Rho family GTPase 3
213420_at	4.42e-04	2.86e-06	1.82e+01	DHX57	DEAH-box helicase 57
209735_at	4.42e-04	2.86e-06	1.82e+01	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)
221896_s_at	4.42e-04	2.88e-06	1.82e+01	HIGD1A	HIG1 hypoxia inducible domain family member 1A
227803_at	4.42e-04	2.89e-06	1.82e+01	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)
223665_at	4.42e-04	2.89e-06	1.82e+01	ACTRT3	actin related protein T3
1553559_at	4.46e-04	2.92e-06	1.82e+01	TMEM171	transmembrane protein 171
204083_s_at	4.46e-04	2.93e-06	1.82e+01	TPM2	tropomyosin 2 (beta)
224694_at	4.46e-04	2.93e-06	1.82e+01	ANTXR1	anthrax toxin receptor 1
224967_at	4.48e-04	2.96e-06	1.82e+01	UGCG	UDP-glucose ceramide glucosyltransferase
203710_at	4.50e-04	2.98e-06	1.81e+01	ITPR1	inositol 1,4,5-trisphosphate receptor type 1
232370_at	4.50e-04	2.99e-06	1.81e+01		
200615_s_at	4.50e-04	3.00e-06	1.81e+01	AP2B1	adaptor related protein complex 2 beta 1 subunit
206336_at	4.52e-04	3.02e-06	1.81e+01	CXCL6	C-X-C motif chemokine ligand 6
201438_at	4.54e-04	3.04e-06	1.81e+01	COL6A3	collagen type VI alpha 3 chain
226360_at	4.59e-04	3.08e-06	1.81e+01	ZNRF3	zinc and ring finger 3
204719_at	4.59e-04	3.09e-06	1.81e+01	ABCA8	ATP binding cassette subfamily A member 8
231975_s_at	4.59e-04	3.10e-06	1.81e+01	MIER3	MIER family member 3
224836_at	4.60e-04	3.11e-06	1.81e+01	TP53INP2	tumor protein p53 inducible nuclear protein 2
202859_x_at	4.60e-04	3.12e-06	1.81e+01	CXCL8	C-X-C motif chemokine ligand 8
226134_s_at	4.61e-04	3.13e-06	1.80e+01	MSI2	musashi RNA binding protein 2
214438_at	4.61e-04	3.15e-06	1.80e+01	HLX	H2.0 like homeobox
206171_at	4.62e-04	3.16e-06	1.80e+01	ADORA3	adenosine A3 receptor
210829_s_at	4.68e-04	3.21e-06	1.80e+01	SSBP2	single stranded DNA binding protein 2
212143_s_at	4.74e-04	3.26e-06	1.80e+01	IGFBP3	insulin like growth factor binding protein 3
212750_at	4.74e-04	3.27e-06	1.80e+01	PPP1R16B	protein phosphatase 1 regulatory subunit 16B
235471_at	4.74e-04	3.29e-06	1.80e+01	VSTM4	V-set and transmembrane domain containing 4
221729_at	4.74e-04	3.29e-06	1.80e+01	COL5A2	collagen type V alpha 2 chain
36920_at	4.76e-04	3.31e-06	1.79e+01	MTM1	myotubularin 1
224823_at	4.76e-04	3.32e-06	1.79e+01	MYLK	myosin light chain kinase
1554522_at	4.77e-04	3.33e-06	1.79e+01	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2
204036_at	4.81e-04	3.37e-06	1.79e+01	LPAR1	lysophosphatidic acid receptor 1
211776_s_at	4.82e-04	3.40e-06	1.79e+01	EPB41L3	erythrocyte membrane protein band 4.1 like 3
200756_x_at	4.82e-04	3.40e-06	1.79e+01	CALU	calumenin
225606_at	4.82e-04	3.40e-06	1.79e+01	BCL2L11	BCL2 like 11
230261_at	4.86e-04	3.45e-06	1.79e+01	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
241765_at	4.86e-04	3.45e-06	1.79e+01	CPM	carboxypeptidase M
201825_s_at	4.86e-04	3.46e-06	1.79e+01	SCCPDH	saccharopine dehydrogenase (putative)
213499_at	4.86e-04	3.46e-06	1.78e+01	CLCN2	chloride voltage-gated channel 2
1557905_s_at	4.90e-04	3.51e-06	1.78e+01	CD44	CD44 molecule (Indian blood group)
201893_x_at	4.90e-04	3.52e-06	1.78e+01	DCN	decorin
229576_s_at	4.92e-04	3.55e-06	1.78e+01	TBX3	T-box 3
219795_at	4.92e-04	3.55e-06	1.78e+01	SLC6A14	solute carrier family 6 member 14
211964_at	4.92e-04	3.56e-06	1.78e+01	COL4A2	collagen type IV alpha 2 chain
204014_at	4.92e-04	3.56e-06	1.78e+01	DUSP4	dual specificity phosphatase 4
228961_at	4.92e-04	3.57e-06	1.78e+01	MIER3	MIER family member 3
210302_s_at	4.96e-04	3.61e-06	1.78e+01	MAB21L2	mab-21 like 2
205983_at	4.97e-04	3.63e-06	1.78e+01	DPEP1	dipeptidase 1 (renal)
207753_at	4.97e-04	3.64e-06	1.78e+01	ZNF304	zinc finger protein 304
204875_s_at	4.97e-04	3.66e-06	1.77e+01	GMDS	GDP-mannose 4,6-dehydratase
225242_s_at	4.97e-04	3.66e-06	1.77e+01	CCDC80	coiled-coil domain containing 80
219436_s_at	4.97e-04	3.67e-06	1.77e+01	EMCN	endomucin
205002_at	5.02e-04	3.71e-06	1.77e+01	AHDC1	AT-hook DNA binding motif containing 1
219742_at	5.04e-04	3.73e-06	1.77e+01	PRR7	proline rich 7 (synaptic)
201058_s_at	5.07e-04	3.77e-06	1.77e+01	MYL9	myosin light chain 9
204150_at	5.07e-04	3.78e-06	1.77e+01	STAB1	stabilin 1
229670_at	5.08e-04	3.79e-06	1.77e+01		
212288_at	5.09e-04	3.81e-06	1.77e+01	FNBP1	formin binding protein 1
203245_s_at	5.09e-04	3.82e-06	1.77e+01	LINC00094	long intergenic non-protein coding RNA 94
202935_s_at	5.09e-04	3.82e-06	1.77e+01	SOX9	SRY-box 9
221538_s_at	5.09e-04	3.83e-06	1.77e+01	PLXNA1	plexin A1
61734_at	5.12e-04	3.88e-06	1.76e+01	RCN3	reticulocalbin 3
211144_x_at	5.12e-04	3.89e-06	1.76e+01	TARP///TRGV9///TRGC2	TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2
1405_i_at	5.12e-04	3.89e-06	1.76e+01	CCL5	C-C motif chemokine ligand 5
206898_at	5.12e-04	3.90e-06	1.76e+01	CDH19	cadherin 19
227610_at	5.20e-04	3.97e-06	1.76e+01	TSPAN11	tetraspanin 11
205932_s_at	5.25e-04	4.01e-06	1.76e+01	MSX1	msh homeobox 1
211959_at	5.25e-04	4.04e-06	1.75e+01	IGFBP5	insulin like growth factor binding protein 5
207504_at	5.25e-04	4.05e-06	1.75e+01	CA7	carbonic anhydrase 7
217523_at	5.25e-04	4.06e-06	1.75e+01	CD44	CD44 molecule (Indian blood group)
211564_s_at	5.25e-04	4.06e-06	1.75e+01	PDLIM4	PDZ and LIM domain 4
219935_at	5.25e-04	4.07e-06	1.75e+01	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
205116_at	5.25e-04	4.08e-06	1.75e+01	LAMA2	laminin subunit alpha 2
226782_at	5.25e-04	4.08e-06	1.75e+01	SLC25A30	solute carrier family 25 member 30
209716_at	5.25e-04	4.09e-06	1.75e+01	CSF1	colony stimulating factor 1
229802_at	5.25e-04	4.10e-06	1.75e+01	WISP1	WNT1 inducible signaling pathway protein 1
209395_at	5.25e-04	4.11e-06	1.75e+01	CHI3L1	chitinase 3 like 1
1553781_at	5.31e-04	4.16e-06	1.75e+01	ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like
205379_at	5.31e-04	4.18e-06	1.75e+01	CBR3	carbonyl reductase 3
218820_at	5.34e-04	4.21e-06	1.75e+01	C14orf132	chromosome 14 open reading frame 132
1552296_at	5.41e-04	4.27e-06	1.74e+01	BEST4	bestrophin 4
231849_at	5.41e-04	4.29e-06	1.74e+01	KRT80	keratin 80
40148_at	5.41e-04	4.30e-06	1.74e+01	APBB2	amyloid beta precursor protein binding family B member 2
227289_at	5.41e-04	4.31e-06	1.74e+01	PCDH17	protocadherin 17
204464_s_at	5.41e-04	4.32e-06	1.74e+01	EDNRA	endothelin receptor type A
220133_at	5.41e-04	4.33e-06	1.74e+01	ODAM	odontogenic, ameloblast asssociated
219310_at	5.42e-04	4.34e-06	1.74e+01	SYNDIG1	synapse differentiation inducing 1
235146_at	5.44e-04	4.37e-06	1.74e+01	TMCC3	transmembrane and coiled-coil domain family 3
209396_s_at	5.46e-04	4.40e-06	1.74e+01	CHI3L1	chitinase 3 like 1
204037_at	5.48e-04	4.43e-06	1.74e+01	LPAR1	lysophosphatidic acid receptor 1
203477_at	5.48e-04	4.43e-06	1.74e+01	COL15A1	collagen type XV alpha 1 chain
225604_s_at	5.48e-04	4.44e-06	1.74e+01	GLIPR2	GLI pathogenesis related 2
211050_x_at	5.48e-04	4.45e-06	1.74e+01	LOC101929540///LOC101928670///LOC101928344///LOC100996442///LOC100288069///LOC100134822	uncharacterized LOC101929540///uncharacterized LOC101928670///uncharacterized LOC101928344///uncharacterized LOC100996442///uncharacterized LOC100288069///uncharacterized LOC100134822
240480_at	5.52e-04	4.50e-06	1.73e+01	TINAG	tubulointerstitial nephritis antigen
235458_at	5.53e-04	4.51e-06	1.73e+01	HAVCR2	hepatitis A virus cellular receptor 2
235183_at	5.56e-04	4.55e-06	1.73e+01	FILIP1	filamin A interacting protein 1
216944_s_at	5.64e-04	4.63e-06	1.73e+01	ITPR1	inositol 1,4,5-trisphosphate receptor type 1
238439_at	5.64e-04	4.63e-06	1.73e+01	ANKRD22	ankyrin repeat domain 22
227623_at	5.64e-04	4.64e-06	1.73e+01	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1
221898_at	5.69e-04	4.70e-06	1.73e+01	PDPN	podoplanin
222996_s_at	5.69e-04	4.71e-06	1.73e+01	CXXC5	CXXC finger protein 5
218704_at	5.69e-04	4.71e-06	1.73e+01	RNF43	ring finger protein 43
242626_at	5.82e-04	4.83e-06	1.72e+01	SAMD5	sterile alpha motif domain containing 5
204188_s_at	5.82e-04	4.85e-06	1.72e+01	RARG	retinoic acid receptor gamma
234312_s_at	5.82e-04	4.86e-06	1.72e+01	ACSS2	acyl-CoA synthetase short-chain family member 2
201148_s_at	5.82e-04	4.87e-06	1.72e+01	TIMP3	TIMP metallopeptidase inhibitor 3
207173_x_at	5.84e-04	4.90e-06	1.72e+01	CDH11	cadherin 11
243366_s_at	5.84e-04	4.92e-06	1.72e+01	ITGA4	integrin subunit alpha 4
206134_at	5.84e-04	4.92e-06	1.72e+01	ADAMDEC1	ADAM like decysin 1
201147_s_at	5.84e-04	4.94e-06	1.72e+01	TIMP3	TIMP metallopeptidase inhibitor 3
209774_x_at	5.84e-04	4.95e-06	1.72e+01	CXCL2	C-X-C motif chemokine ligand 2
220435_at	5.84e-04	4.95e-06	1.72e+01	SLC30A10	solute carrier family 30 member 10
226905_at	5.89e-04	5.00e-06	1.71e+01	FAM101B	family with sequence similarity 101 member B
222876_s_at	5.89e-04	5.01e-06	1.71e+01	ADAP2	ArfGAP with dual PH domains 2
212414_s_at	5.90e-04	5.03e-06	1.71e+01	GLYR1///SEPT6	glyoxylate reductase 1 homolog///septin 6
242317_at	5.94e-04	5.08e-06	1.71e+01	HIGD1A	HIG1 hypoxia inducible domain family member 1A
209683_at	5.95e-04	5.09e-06	1.71e+01	FAM49A	family with sequence similarity 49 member A
227282_at	5.95e-04	5.11e-06	1.71e+01	PCDH19	protocadherin 19
217369_at	5.95e-04	5.11e-06	1.71e+01	LOC101930405///IGHG1	uncharacterized LOC101930405///immunoglobulin heavy constant gamma 1 (G1m marker)
206389_s_at	5.96e-04	5.14e-06	1.71e+01	PDE3A	phosphodiesterase 3A
219956_at	5.96e-04	5.14e-06	1.71e+01	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6
212526_at	5.96e-04	5.15e-06	1.71e+01	SPG20	spastic paraplegia 20 (Troyer syndrome)
220014_at	5.96e-04	5.16e-06	1.71e+01	PRR16	proline rich 16
236471_at	5.98e-04	5.19e-06	1.71e+01	NFE2L3	nuclear factor, erythroid 2 like 3
230490_x_at	6.03e-04	5.25e-06	1.71e+01	RSU1	Ras suppressor protein 1
213416_at	6.05e-04	5.28e-06	1.70e+01	ITGA4	integrin subunit alpha 4
225946_at	6.16e-04	5.39e-06	1.70e+01	RASSF8	Ras association domain family member 8
222497_x_at	6.19e-04	5.42e-06	1.70e+01	NMD3	NMD3 ribosome export adaptor
237530_at	6.22e-04	5.46e-06	1.70e+01		
217845_x_at	6.24e-04	5.49e-06	1.70e+01	HIGD1A	HIG1 hypoxia inducible domain family member 1A
1554018_at	6.37e-04	5.62e-06	1.69e+01	GPNMB	glycoprotein nmb
224833_at	6.37e-04	5.64e-06	1.69e+01	ETS1	ETS proto-oncogene 1, transcription factor
228071_at	6.37e-04	5.64e-06	1.69e+01	GIMAP7	GTPase, IMAP family member 7
1555579_s_at	6.41e-04	5.69e-06	1.69e+01	PTPRM	protein tyrosine phosphatase, receptor type M
201925_s_at	6.43e-04	5.72e-06	1.69e+01	CD55	CD55 molecule (Cromer blood group)
215646_s_at	6.47e-04	5.76e-06	1.69e+01	VCAN	versican
226333_at	6.47e-04	5.78e-06	1.69e+01	IL6R	interleukin 6 receptor
1554004_a_at	6.47e-04	5.79e-06	1.69e+01	ARHGEF28	Rho guanine nucleotide exchange factor 28
230082_at	6.49e-04	5.81e-06	1.69e+01		
236539_at	6.52e-04	5.86e-06	1.68e+01	PTPN22	protein tyrosine phosphatase, non-receptor type 22
204118_at	6.57e-04	5.91e-06	1.68e+01	CD48	CD48 molecule
218956_s_at	6.62e-04	5.97e-06	1.68e+01	ATP5J2-PTCD1///PTCD1	ATP5J2-PTCD1 readthrough///pentatricopeptide repeat domain 1
224822_at	6.64e-04	6.00e-06	1.68e+01	DLC1	DLC1 Rho GTPase activating protein
201162_at	6.73e-04	6.09e-06	1.68e+01	IGFBP7	insulin like growth factor binding protein 7
213419_at	6.75e-04	6.13e-06	1.68e+01	APBB2	amyloid beta precursor protein binding family B member 2
209473_at	6.75e-04	6.14e-06	1.68e+01	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
227099_s_at	6.78e-04	6.17e-06	1.67e+01	C11orf96	chromosome 11 open reading frame 96
207000_s_at	6.82e-04	6.23e-06	1.67e+01	PPP3CC	protein phosphatase 3 catalytic subunit gamma
230485_at	6.92e-04	6.33e-06	1.67e+01	PHGR1	proline, histidine and glycine rich 1
227539_at	6.93e-04	6.37e-06	1.67e+01	GNA13	G protein subunit alpha 13
229947_at	6.93e-04	6.37e-06	1.67e+01	PI15	peptidase inhibitor 15
205656_at	6.95e-04	6.42e-06	1.67e+01	PCDH17	protocadherin 17
201065_s_at	6.95e-04	6.43e-06	1.67e+01	GTF2IP4///GTF2IP1///GTF2I	general transcription factor IIi pseudogene 4///general transcription factor IIi pseudogene 1///general transcription factor IIi
206001_at	6.95e-04	6.43e-06	1.67e+01	NPY	neuropeptide Y
226693_at	6.95e-04	6.44e-06	1.67e+01	SDHAP2///LINC00969///SDHAP1	succinate dehydrogenase complex flavoprotein subunit A pseudogene 2///long intergenic non-protein coding RNA 969///succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
213859_x_at	6.99e-04	6.48e-06	1.67e+01	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
213807_x_at	7.01e-04	6.52e-06	1.66e+01	MET	MET proto-oncogene, receptor tyrosine kinase
224941_at	7.01e-04	6.53e-06	1.66e+01	PAPPA	pappalysin 1
239579_at	7.05e-04	6.57e-06	1.66e+01	EPHX4	epoxide hydrolase 4
1554530_at	7.11e-04	6.65e-06	1.66e+01	VSTM2A	V-set and transmembrane domain containing 2A
205191_at	7.25e-04	6.79e-06	1.66e+01	RP2	retinitis pigmentosa 2 (X-linked recessive)
229468_at	7.27e-04	6.82e-06	1.66e+01	TEN1-CDK3///CDK3	TEN1-CDK3 readthrough (NMD candidate)///cyclin dependent kinase 3
205155_s_at	7.31e-04	6.87e-06	1.65e+01	SPTBN2	spectrin beta, non-erythrocytic 2
229695_at	7.31e-04	6.88e-06	1.65e+01		
227419_x_at	7.34e-04	6.93e-06	1.65e+01	PLAC9	placenta specific 9
227682_at	7.36e-04	6.98e-06	1.65e+01	SPPL2A	signal peptide peptidase like 2A
211161_s_at	7.36e-04	6.98e-06	1.65e+01	COL3A1	collagen type III alpha 1 chain
222885_at	7.36e-04	6.99e-06	1.65e+01	EMCN	endomucin
213632_at	7.38e-04	7.03e-06	1.65e+01	DHODH	dihydroorotate dehydrogenase (quinone)
202273_at	7.38e-04	7.03e-06	1.65e+01	PDGFRB	platelet derived growth factor receptor beta
213716_s_at	7.43e-04	7.09e-06	1.65e+01	SECTM1	secreted and transmembrane 1
213429_at	7.59e-04	7.26e-06	1.64e+01	BICC1	BicC family RNA binding protein 1
1554182_at	7.60e-04	7.28e-06	1.64e+01	TRIM74///TRIM73	tripartite motif containing 74///tripartite motif containing 73
223316_at	7.62e-04	7.33e-06	1.64e+01	CCDC3	coiled-coil domain containing 3
225213_at	7.62e-04	7.33e-06	1.64e+01	PPTC7	PTC7 protein phosphatase homolog
221731_x_at	7.62e-04	7.34e-06	1.64e+01	VCAN	versican
226186_at	7.68e-04	7.42e-06	1.64e+01	TMOD2	tropomodulin 2
210762_s_at	7.75e-04	7.50e-06	1.64e+01	DLC1	DLC1 Rho GTPase activating protein
201744_s_at	7.78e-04	7.54e-06	1.64e+01	LUM	lumican
208982_at	7.80e-04	7.58e-06	1.64e+01	PECAM1	platelet and endothelial cell adhesion molecule 1
210006_at	7.81e-04	7.60e-06	1.64e+01	ABHD14A///ACY1	abhydrolase domain containing 14A///aminoacylase 1
226152_at	7.86e-04	7.67e-06	1.63e+01	TTC7B	tetratricopeptide repeat domain 7B
204374_s_at	7.86e-04	7.68e-06	1.63e+01	GALK1	galactokinase 1
200974_at	7.86e-04	7.69e-06	1.63e+01	ACTA2	actin, alpha 2, smooth muscle, aorta
212609_s_at	7.91e-04	7.75e-06	1.63e+01	AKT3	AKT serine/threonine kinase 3
228776_at	7.98e-04	7.83e-06	1.63e+01	GJC1	gap junction protein gamma 1
239744_at	7.98e-04	7.85e-06	1.63e+01		
205513_at	7.98e-04	7.88e-06	1.63e+01	TCN1	transcobalamin 1
219315_s_at	7.98e-04	7.91e-06	1.63e+01	TMEM204	transmembrane protein 204
1560019_at	7.98e-04	7.91e-06	1.63e+01	DLGAP1-AS2	DLGAP1 antisense RNA 2
219076_s_at	7.98e-04	7.91e-06	1.63e+01	PXMP2	peroxisomal membrane protein 2
225681_at	7.98e-04	7.94e-06	1.63e+01	CTHRC1	collagen triple helix repeat containing 1
212230_at	7.98e-04	7.95e-06	1.63e+01	PLPP3	phospholipid phosphatase 3
227193_at	7.98e-04	7.96e-06	1.63e+01	SLC30A4	solute carrier family 30 member 4
226834_at	8.06e-04	8.05e-06	1.62e+01	CLMP	CXADR like membrane protein
201069_at	8.14e-04	8.14e-06	1.62e+01	MMP2	matrix metallopeptidase 2
226084_at	8.14e-04	8.16e-06	1.62e+01	MAP1B	microtubule associated protein 1B
1555564_a_at	8.14e-04	8.18e-06	1.62e+01	CFI	complement factor I
212385_at	8.16e-04	8.21e-06	1.62e+01	TCF4	transcription factor 4
209821_at	8.20e-04	8.27e-06	1.62e+01	IL33	interleukin 33
223586_at	8.20e-04	8.29e-06	1.62e+01	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2
206628_at	8.20e-04	8.30e-06	1.62e+01	SLC5A1	solute carrier family 5 member 1
235198_at	8.20e-04	8.31e-06	1.62e+01	OSTM1	osteopetrosis associated transmembrane protein 1
223671_x_at	8.20e-04	8.32e-06	1.62e+01	DPH5	diphthamide biosynthesis 5
219985_at	8.23e-04	8.37e-06	1.62e+01	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1
230788_at	8.35e-04	8.52e-06	1.61e+01	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)
203299_s_at	8.35e-04	8.54e-06	1.61e+01	AP1S2	adaptor related protein complex 1 sigma 2 subunit
228396_at	8.35e-04	8.55e-06	1.61e+01	PRKG1	protein kinase, cGMP-dependent, type I
202283_at	8.35e-04	8.56e-06	1.61e+01	SERPINF1	serpin family F member 1
221942_s_at	8.35e-04	8.57e-06	1.61e+01	GUCY1A3	guanylate cyclase 1 soluble subunit alpha
219563_at	8.44e-04	8.67e-06	1.61e+01	SYNE3///LINC00341	spectrin repeat containing nuclear envelope family member 3///long intergenic non-protein coding RNA 341
221276_s_at	8.48e-04	8.75e-06	1.61e+01	SYNC	syncoilin, intermediate filament protein
1556641_at	8.48e-04	8.75e-06	1.61e+01	SLC7A14	solute carrier family 7 member 14
212364_at	8.48e-04	8.76e-06	1.61e+01	MYO1B	myosin IB
225541_at	8.63e-04	8.94e-06	1.61e+01	RPL22L1	ribosomal protein L22 like 1
218900_at	8.63e-04	8.95e-06	1.61e+01	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4
232245_at	8.68e-04	9.01e-06	1.60e+01	SLC25A34	solute carrier family 25 member 34
209496_at	8.71e-04	9.06e-06	1.60e+01	RARRES2	retinoic acid receptor responder 2
223595_at	8.73e-04	9.11e-06	1.60e+01	TMEM133	transmembrane protein 133
218706_s_at	8.73e-04	9.11e-06	1.60e+01	GRAMD3	GRAM domain containing 3
201562_s_at	8.82e-04	9.23e-06	1.60e+01	SORD	sorbitol dehydrogenase
213422_s_at	8.85e-04	9.29e-06	1.60e+01	MXRA8	matrix remodeling associated 8
40020_at	8.85e-04	9.29e-06	1.60e+01	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3
209732_at	9.02e-04	9.48e-06	1.59e+01	CLEC2B	C-type lectin domain family 2 member B
203688_at	9.07e-04	9.56e-06	1.59e+01	PKD2	polycystin 2, transient receptor potential cation channel
208712_at	9.07e-04	9.58e-06	1.59e+01	CCND1	cyclin D1
231125_at	9.14e-04	9.67e-06	1.59e+01		
228665_at	9.14e-04	9.69e-06	1.59e+01	CYYR1	cysteine and tyrosine rich 1
221039_s_at	9.14e-04	9.70e-06	1.59e+01	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
225664_at	9.24e-04	9.83e-06	1.59e+01	COL12A1	collagen type XII alpha 1 chain
